alpha,lambda,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,F1,Detection_Rate,Balanced_Accuracy,logLoss,AUC,MCC,AccuracySD,KappaSD,AccuracyLowerSD,AccuracyUpperSD,AccuracyPValueSD,McnemarPValueSD,SensitivitySD,SpecificitySD,Pos_Pred_ValueSD,Neg_Pred_ValueSD,PrecisionSD,RecallSD,F1SD,Detection_RateSD,Balanced_AccuracySD,logLossSD,AUCSD,MCCSD
0.1,0.000110556988504454,0.647066711322098,0.297308939557867,0.637577071791309,0.656470056439861,7.67569379691292e-114,0,0.445827017315702,0.761188723799855,0.607275920030098,0.858678466494557,0.607275920030101,0.445827017315702,0.413473686097137,0.215688903774033,0.603507870557778,0.480927224186919,0.682619148318589,0.360998156881961,0.00347586737820082,0.0078711019057125,0.00349601458606308,0.00345367943972038,4.1997845035958e-113,0,0.00329219434613779,0.00257914587612961,0.0434697101070034,0.00178623197889241,0.0434697101070064,0.00329219434613779,0.00414607205301231,0.00115862245940028,0.00292707455717386,0.00215947301072419,0.00334816158451673,0.00703288242072267
0.1,0.000255400982695892,0.647073422618906,0.29732036300939,0.637583822591574,0.656476724292353,7.67569379691264e-114,0,0.445832262802331,0.761191726601489,0.607709996519329,0.85868607912213,0.607709996519332,0.445832262802331,0.413478909215098,0.215691140872969,0.60351199470191,0.480929424593896,0.682620991186894,0.361014359518816,0.00348155977355764,0.00788048062086499,0.00350174121686987,0.00345933425265444,4.19978450359581e-113,0,0.00329774047384051,0.00258114362078615,0.0434348178884886,0.00178572699824856,0.0434348178884915,0.00329774047384051,0.00415195127391903,0.00116051992451922,0.00293086273084757,0.00215981467410665,0.00335031061901864,0.00704454267124961
0.1,0.000590009395556206,0.647147246883922,0.297366260129123,0.637658058983021,0.656550093085853,7.60260716052345e-115,0,0.445801552230799,0.761195478302573,0.612097901986546,0.858990529329414,0.612097901986549,0.445801552230799,0.413343607968191,0.215715748961307,0.603498515266686,0.480977956694567,0.682640644163287,0.361288149924755,0.00339438245168312,0.00771661075198658,0.00341407802030783,0.00337269396120307,4.12271322044596e-114,0,0.0032183484274622,0.00253380520688591,0.0462678103451931,0.00167927854802268,0.0462678103451949,0.0032183484274622,0.00404609203395294,0.00113146081722771,0.0028671282503979,0.00216339602099412,0.00337608498598324,0.00681001312033749
0.1,0.0013629982280025,0.647211003359948,0.297324670937223,0.637722175898081,0.656613451688583,1.23993119855056e-115,0,0.445694504157311,0.761168044872676,0.618266764753469,0.859470369981466,0.618266764753471,0.445694504157311,0.413049440324566,0.215737001119983,0.603431274514993,0.481101866451292,0.68263410511967,0.36161601464553,0.00334715764457206,0.00762637427640261,0.00336658784838775,0.00332576224006511,6.3893030976475e-115,0,0.00317874235143273,0.00250348446750705,0.0589039215456394,0.00159246074959147,0.058903921545638,0.00317874235143273,0.00399436952007242,0.00111571921485735,0.00283192413449484,0.00216029214470554,0.00339815061388832,0.00668129380143916
0.1,0.0031487026876693,0.647174095449536,0.296943617342314,0.637685046491495,0.656576786944906,1.88951542941757e-115,0,0.445377572705607,0.761023836690565,0.624379744878827,0.860221710205402,0.624379744878829,0.445377572705607,0.412387961344787,0.215724698483179,0.603200704698086,0.481375506098935,0.682602296114209,0.361881658147413,0.00328608859379929,0.00751557247164663,0.00330516186373561,0.00326508588540837,1.01881084855592e-114,0,0.00309358054431328,0.00247208233222748,0.0626417947830347,0.00143778810313505,0.0626417947830303,0.00309358054431328,0.00383408107799033,0.00109536286459976,0.00277546706630707,0.00214555418957938,0.00339880475627727,0.00651106302322991
0.1,0.00727391159551653,0.647093553807041,0.296245804546798,0.637604052597243,0.656496744847459,1.21835289263192e-113,0,0.444798256445835,0.76076552883863,0.622557134577192,0.86159895410969,0.622557134577185,0.444798256445835,0.411077173390843,0.215697851269014,0.602781892642233,0.482002974921695,0.682542951454981,0.362347867221675,0.00336767222213004,0.00767185550312917,0.00338715697979107,0.00334621033475432,6.67201863748606e-113,0,0.00317531553353467,0.00250544104379345,0.105085517732673,0.0013317863775631,0.105085517732671,0.00317531553353467,0.00394835909356241,0.00112255740737669,0.00283326172233255,0.00212331570271206,0.00341074738985782,0.00673976563379911
0.1,0.016803679212582,0.647029804087582,0.295367441945276,0.637539934532229,0.656433400901433,4.84760210563759e-114,0,0.444127726342706,0.760420053198074,0.606132433551254,0.863678175659747,0.606132433551253,0.444127726342706,0.411585082318483,0.215676601362527,0.60227388977039,0.48359145287166,0.682003011717115,0.363232399788326,0.00335853764262807,0.00767220854723522,0.00337794050113067,0.0033371628627546,2.64220066274509e-113,0,0.00316817586885048,0.0024970983118565,0.160665581361216,0.001032066477051,0.160665581361215,0.00316817586885048,0.00423383361768767,0.00111951254754269,0.00282885297645717,0.00206727234357652,0.00343806988147069,0.00667569192442429
0.1,0.0388186784196557,0.646922428742829,0.294517708980004,0.637431937718182,0.656326710071254,4.85035146668812e-114,0,0.443641359911064,0.760086039159846,,0.8655985988938,,0.443641359911064,,0.215640809580943,0.601863699535455,0.487494549588709,0.679965248318789,0.364011981430184,0.00333271810340048,0.00760113986174782,0.00335196146642444,0.00331151790630067,2.64215629594448e-113,0,0.00311352524595594,0.00247219653260278,,0.000941157594918771,,0.00311352524595594,,0.00111090603446682,0.00278900744908014,0.00196558415101983,0.00345361804728547,0.00662189201133048
0.1,0.0896761819352239,0.646848610895615,0.294277732971387,0.637357697366975,0.656253358067586,1.2313422686273e-113,0,0.443532947868088,0.760000288378325,,0.865816550952354,,0.443532947868088,,0.215616203631872,0.601766618123206,0.495760822647045,0.673878118783462,0.363992198904381,0.00334556619919426,0.0076302554305191,0.00336486128622415,0.00332430660343352,6.66989334500319e-113,0,0.00312720389812573,0.00247912072877757,,0.000913091714164115,,0.00312720389812573,,0.00111518873306475,0.00279939775029205,0.00176552196478723,0.00348154808121429,0.00664620663124863
0.1,0.207163611278622,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.509592659692663,0.660654717312837,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00143179488008437,0.00368816886001868,0.00667302942833164
0.2,0.000110556988504454,0.647066710308733,0.297316858048556,0.637577072030776,0.656470054174612,1.21864380699035e-113,0,0.445844454731585,0.761190621332242,0.608488468626851,0.858656789550127,0.608488468626853,0.445844454731585,0.413514003253039,0.215688903436244,0.603517538031913,0.480904810838273,0.682613127092687,0.360991567381598,0.00348420914839753,0.00788589503759601,0.00350440440843956,0.0034619682846579,6.67196408409827e-113,0,0.00330379922214796,0.00258268476222732,0.0433693493663512,0.00178476828241714,0.0433693493663541,0.00330379922214796,0.00416737328843162,0.00116140304946585,0.00293430921105308,0.00215983952680977,0.00334452480244536,0.00705813234968918
0.2,0.000255400982695892,0.647117043514773,0.297354496682574,0.637627687163269,0.656520075902339,1.91502588280091e-114,0,0.445817781982313,0.761197081023496,0.60953714616731,0.858851001836421,0.609537146167311,0.445817781982313,0.413407034399016,0.215705681171591,0.603507431502904,0.480918985727935,0.682635051274075,0.361169102522772,0.00343167735757951,0.00778715479339337,0.00345158183929633,0.00340975813678266,1.04471015421361e-113,0,0.00324999857953941,0.00255418684693963,0.0459064674410833,0.00171044158693338,0.0459064674410843,0.00324999857953941,0.00408657112962949,0.00114389245252651,0.00289300970882599,0.00216466371698146,0.00336800905020344,0.00690497137639732
0.2,0.000590009395556206,0.647200935570073,0.297371541180222,0.637712052553813,0.656603445364666,3.04013870481935e-115,0,0.445752042064279,0.761187996992712,0.617100400289968,0.859287689000869,0.61710040028997,0.445752042064279,0.413184508605516,0.215733645190024,0.603470019528496,0.480970518873378,0.682640060394456,0.36151616389065,0.00336412893290642,0.00765917331220268,0.00338365307921577,0.00334262964851033,1.62392920402778e-114,0,0.00321647254443851,0.00251108102984022,0.0546954391272133,0.00159255520930028,0.0546954391272131,0.00321647254443851,0.00406946694578208,0.00112137631096881,0.00285473530953847,0.00216684025325148,0.00339120524801158,0.00672819456874459
0.2,0.0013629982280025,0.647133825303809,0.297003945208867,0.637644556745823,0.656536760043655,1.89043334497066e-115,0,0.445483594036808,0.761053941155825,0.61944111144736,0.85983188670037,0.619441111447362,0.445483594036808,0.412660640171789,0.21571127510127,0.603268767596317,0.481096894826558,0.682615343427514,0.361637077835001,0.00337158848975427,0.00766221861638789,0.00339115716210758,0.00335004026332825,1.01879338650752e-114,0,0.0031621692553209,0.00251367578795304,0.0625540106020636,0.00163220119809337,0.0625540106020612,0.0031621692553209,0.00391953233692805,0.00112386282991809,0.00283022344760003,0.00216068867950505,0.00339860331536411,0.0067455182437582
0.2,0.0031487026876693,0.647153956491809,0.296601315851079,0.637664792681951,0.656556774666876,1.90847560475536e-114,0,0.445094921981023,0.760889946491718,0.630185170886397,0.861035373336838,0.630185170886395,0.445094921981023,0.411975088591812,0.21571798549727,0.602992434236371,0.481387472595208,0.682602637076976,0.362227976759736,0.00329500279297772,0.0075188840343687,0.00331409215877761,0.00327397890751725,1.04482636548457e-113,0,0.00308209254492596,0.00246560063498243,0.0854461396628748,0.00137969095802249,0.0854461396628724,0.00308209254492596,0.00375501324761911,0.0010983342643259,0.00276620643724734,0.00215274839919915,0.00339793813980742,0.00656826032526926
0.2,0.00727391159551653,0.647093563602277,0.295773658008586,0.637604059808546,0.656496757215595,1.91269940039112e-114,0,0.444432378597425,0.760572142049534,0.624292843392654,0.862978387588826,0.624292843392647,0.444432378597425,0.41036273842731,0.215697854534092,0.60250226032348,0.482196468467679,0.682314555497164,0.363015523945682,0.0033492211809583,0.00761932944884713,0.00336860071996944,0.00332787508793858,1.04474932237012e-113,0,0.0031148419936509,0.00248454265587807,0.119323538759696,0.0012090714202942,0.119323538759695,0.0031148419936509,0.00392203241891982,0.00111640706031943,0.00279364652299106,0.00212705987328118,0.00342599326831968,0.00671370070975308
0.2,0.016803679212582,0.646818406174812,0.294458949182035,0.63732732233054,0.656223341399389,1.220670411623e-113,0,0.443644753372508,0.760085868122801,,0.864972382885416,,0.443644753372508,,0.215606135391604,0.601865310747654,0.484453430133226,0.680815802529702,0.363493514046903,0.00336794283872303,0.00766666471797416,0.00338737036810842,0.00334653777972981,6.67158907384027e-113,0,0.00313980506408686,0.00249182865798612,,0.00106094381580902,,0.00313980506408686,,0.00112264761290768,0.00281201525197197,0.0020669056100688,0.00342664406688473,0.00672333643823244
0.2,0.0388186784196557,0.646831832822502,0.294248251837496,0.637340822228787,0.656236686911162,1.23134226924537e-113,0,0.443522370289953,0.759991585521648,,0.865781791605801,,0.443522370289953,,0.215610610940834,0.601756977905801,0.489866460947363,0.675640274502868,0.363943513312896,0.00334115063584069,0.00762325976256916,0.00336041843104307,0.00331992092952624,6.66989334488515e-113,0,0.00312432864429706,0.00247742415392915,,0.000907541134816813,,0.00312432864429706,,0.00111371687861357,0.00279710197815136,0.00194665776581655,0.00347773537396158,0.00663157870988149
0.2,0.0896761819352239,0.646878811224599,0.29433079272753,0.63738807264234,0.656283365717478,7.79995235364847e-114,0,0.443551987428182,0.760015953356826,,0.86587893054705,,0.443551987428182,,0.2156262704082,0.601783970392504,0.49961212496322,0.663428708762658,0.364079633624887,0.00335484297743586,0.00764599400113874,0.0033741965785459,0.00333351941743351,4.19795704003061e-113,0,0.00313315696388271,0.00248346226986693,,0.000926242288373962,,0.00313315696388271,,0.00111828099247862,0.00280455761331142,0.00171600708651779,0.00351754342068245,0.00667365536282232
0.2,0.207163611278622,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.514352817832031,0.652367263769662,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00133312331190612,0.00357848009903819,0.00667302942833164
0.3,0.000110556988504454,0.647083490070834,0.297336387717058,0.637593946160534,0.656486729715974,4.83244197018525e-114,0,0.445837595296577,0.761196316113698,0.60772636761208,0.858711041431333,0.607726367612083,0.445837595296577,0.413482887208082,0.215694496690278,0.603516955705138,0.480898311158747,0.682620627159928,0.361045081139284,0.00346931261787967,0.00785867517041705,0.00348942581520914,0.0034471625162552,2.64247568976497e-113,0,0.00328947979063801,0.002574789892418,0.0434314524334755,0.00176233189270032,0.0434314524334784,0.00328947979063801,0.00414359868048688,0.00115643753929323,0.00292354081468911,0.00216224213915429,0.00335197996617093,0.00701009778487109
0.3,0.000255400982695892,0.647160668802186,0.297385350539245,0.637671557118219,0.656563430906809,4.84384717293485e-115,0,0.445805957035643,0.761201019661535,0.612305790124683,0.859037352297617,0.612305790124684,0.445805957035643,0.413344492830869,0.215720222934062,0.603503488348589,0.480911835014421,0.682641040024413,0.361335091129876,0.0033869270364337,0.00769838265189429,0.0034065798204834,0.00336528572026226,2.58770537466461e-114,0,0.00320999339997403,0.00252738903813273,0.0476432024073082,0.00166866854266486,0.047643202407308,0.00320999339997403,0.00403622286843929,0.00112897567881123,0.0028597717385743,0.0021678409272277,0.00337901058294857,0.00679409631022678
0.3,0.000590009395556206,0.647153957843598,0.297185920897006,0.637664805316341,0.656556764732229,3.04006345329636e-115,0,0.445640894624,0.761121846663327,0.617757237549535,0.859489844018495,0.617757237549537,0.445640894624,0.412988372010421,0.215717985947866,0.603381370643664,0.480964351270799,0.682637249038243,0.361522640881757,0.00337211482378106,0.00767545067584523,0.00339168116398647,0.00335056864080123,1.62393064732437e-114,0,0.00321582663986457,0.00251567858179538,0.0580588596956608,0.00160910942999325,0.058058859695659,0.00321582663986457,0.00406167540609785,0.00112403827459368,0.00285651049977913,0.00216664878102538,0.00339544210384355,0.00675607119992748
0.3,0.0013629982280025,0.647187514327839,0.296943798187795,0.637698545234139,0.656590118081332,1.87212643108535e-115,0,0.445403259657579,0.7610171992016,0.626353813685563,0.86033792316647,0.626353813685564,0.445403259657579,0.41245039746275,0.215729171442613,0.60321022942959,0.481095826003751,0.682599135294815,0.361978185872633,0.00330367737376578,0.00754102387751495,0.00332287148585653,0.00328254358163243,1.01903869023936e-114,0,0.00308864755584939,0.00247969799945272,0.0625037038794984,0.00146589204320212,0.062503703879494,0.00308864755584939,0.0038081460390566,0.00110122579125526,0.00277682427511495,0.0021635333059538,0.00338976599725046,0.00655645128702763
0.3,0.0031487026876693,0.647076780800214,0.296153262386902,0.637587179886804,0.65648008139039,7.55826827443856e-115,0,0.444770226466065,0.76072756426721,0.626474596627964,0.861776257549961,0.626474596627958,0.444770226466065,0.410890157583918,0.215692260266738,0.602748895366637,0.481433259943637,0.682545366788388,0.36241613960237,0.00334597896673229,0.00762884202681686,0.00336534503535401,0.00332464837379473,4.12337365402345e-114,0,0.00314914246323839,0.00249324582033552,0.101324762926706,0.00123906456806663,0.101324762926705,0.00314914246323839,0.00389978279634064,0.0011153263222441,0.00281380069027706,0.00215740289591897,0.00341517047397259,0.00666176357245734
0.3,0.00727391159551653,0.646932491465263,0.295083721549445,0.637442054695813,0.656336712633167,4.83905180830625e-114,0,0.44402052365368,0.760319582876208,0.627377425923051,0.863863651011636,0.62737742592305,0.44402052365368,0.410614731230761,0.215644163821754,0.602170053264944,0.482492717430161,0.681922023516525,0.363156793321214,0.00330805871527522,0.00757290299344165,0.00332714920878121,0.00328702597257854,2.64235344807429e-113,0,0.00311706688286703,0.0024684741328058,0.161055602460394,0.000966069759128675,0.161055602460394,0.00311706688286703,0.00356847102467829,0.00110268623842507,0.00278784495820507,0.0021193588189454,0.00341162532381377,0.00654607339522024
0.3,0.016803679212582,0.646892228413845,0.294424850800948,0.637401566044131,0.656296698819357,4.91164778137375e-114,0,0.443602032930361,0.760052021997467,,0.865659076144544,,0.443602032930361,,0.215630742804615,0.601827027463914,0.485508732829184,0.678943122140052,0.36399384628147,0.00334861599535471,0.00763815734779492,0.00336794347279959,0.00332732235206714,2.64130528181917e-113,0,0.00312914776433519,0.00248323353556231,,0.000933162197675234,,0.00312914776433519,,0.0011162053317849,0.00280241591614936,0.00206980135623156,0.00345136837286658,0.00664914336666675
0.3,0.0388186784196557,0.646848610895615,0.294277732971387,0.637357697366975,0.656253358067586,1.2313422686273e-113,0,0.443532947868088,0.760000288378325,,0.865816550952354,,0.443532947868088,,0.215616203631872,0.601766618123206,0.491769717398684,0.671323438787226,0.363992198904381,0.00334556619919426,0.0076302554305191,0.00336486128622415,0.00332430660343352,6.66989334500319e-113,0,0.00312720389812573,0.00247912072877757,,0.000913091714164115,,0.00312720389812573,,0.00111518873306475,0.00279939775029205,0.0019197542635647,0.00338692938572328,0.00664620663124863
0.3,0.0896761819352239,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.501820162309331,0.652452055766459,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00167709170769381,0.00359302550231646,0.00667302942833164
0.3,0.207163611278622,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.518868451182065,0.630931064262839,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.001211913333622,0.00304421028150119,0.00667302942833164
0.4,0.000110556988504454,0.647113689724195,0.297375627833733,0.637624311894475,0.656516745558565,1.91509621832002e-114,0,0.445846898119274,0.761205637255851,0.60917096577182,0.858785709091032,0.609170965771823,0.445846898119274,0.413476487828444,0.215704563241398,0.603526267687562,0.48089266417232,0.682627800190127,0.361136200191957,0.00341720778779732,0.00775840563270447,0.00343702162867991,0.00339538765678548,1.04470882225741e-113,0,0.00323525874956689,0.00254600375513326,0.0425868827347156,0.00169580863812962,0.0425868827347183,0.00323525874956689,0.00406526275324744,0.00113906926259911,0.00288195187950449,0.00216447452701087,0.00336109136275603,0.00687425327672062
0.4,0.000255400982695892,0.647174091733816,0.297367009216363,0.637685056929916,0.656576769076679,4.84402837087753e-115,0,0.445772435044569,0.761191498720454,0.61557255322641,0.859143482690438,0.615572553226412,0.445772435044569,0.413253417461005,0.215724697244605,0.603481966882511,0.480907474195556,0.682640958537904,0.361401673300965,0.00338383963705252,0.00769166387335979,0.00340347339043591,0.00336221914947432,2.58770187317492e-114,0,0.00320526929899708,0.00252393205966405,0.0471987412342994,0.00165119520099882,0.0471987412342993,0.00320526929899708,0.0040216393746399,0.00112794654568417,0.0028560057638649,0.00216986096174188,0.00338802383180095,0.00678035543932842
